airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Delta Air Lines,3,K Peng,1st June 2016,"✅ Verified Review | New Orleans to San Jose with Delta. Very disappointed and frustrated with Delta. This was the first time I have had such a bad experience flying. I was supposed to arrive home by Monday evening, but the flight was delayed by 1 hour due to mechanical failure so I would be missing my connection. I was rerouted to go home via a different airport, but that flight was also delayed by 2 hours due to weather. After standing in line for 45 minutes and spending 30 minutes on the phone, I was rescheduled for a flight out the following morning. Delta at least covered the accommodation, but I had to contact my work last minute. I thought the saga had ended when I arrived back at the airport the next morning. I was in for a surprise. I called the central help line to see if I could get my bag checked for free, since I had purchased liquid souvenirs after passing security the day before. The agent on the phone said they would maybe reimburse me, but thankfully noticed that my flight out that morning was delayed by 2 hours. She made a very deft, last minute move to rebook me for an earlier flight out through a different city and I had to run through security to make that flight. Having reached my layover city en route home a day later than expected, I thought, ""I'm finally on my way."" However, Delta had the wrong flight information posted at the gates. I was not aware of the mixup until my name was called over the intercom for the final boarding call. I rushed to the correct gate and barely made it onto the aircraft on time. I was very very upset at this point. I had to conclude that since I had never experienced this type of delay-after-delay-after-mistakes before flying with other airlines, that it must be something to do with Delta. I would not fly Delta ever again. I am now home, 15 hours later than my original itinerary and exhausted from all the stress, uncertainty, and frustration.",,Solo Leisure,Economy Class,MSY to SJC,May 2016,3,3,1,3,2,2,no
Delta Air Lines,10,May Prinski,31st May 2016,"✅ Verified Review | Bangkok to Indianapolis via Tokyo and Minneapolis with Delta Air Lines. Excellent lie-flat seats on both international sectors. Very roomy flat bed. Delta staff were professional and friendly. From Tokyo he captain talked to Business Class in person before take off. “We know you paid a lot for these seats and we want to thank you for choosing Delta. You keep us in business."" Then the spiel about the 4 pilots in the cockpit. Food very good. I ordered Lacto- Ovo Vegetarian meals. I arrived in Indianapolis on time and rested with all of my bags.",Boeing 777-200ER,Solo Leisure,Business Class,BKK to MSP via NRT,May 2016,5,5,5,,5,4,yes
Delta Air Lines,5,Mary Hosmar,24th May 2016,"Toronto to Melbourne via Atlanta with Delta. The first leg of our journey was great. Helpful and friendly staff. The second part, however, became a nightmare of pure frustration. We had a 3 hour lay-over in Atlanta and went directly to our gate to wait. We had been told that we would get a seat assigned once there. When the boarding agents arrived at the desk, we politely asked for a seating assignment. We were brusquely told to just sit down and watch the screens. Our name would appear with the seating assignment. We sat and waited - and waited. Not sure of what was happening. We waited until the clerk was finished boarding one group and didn't seem to be too busy. We again, politely asked how this system worked and were once again rudely told to sit down. Finally, when they were calling for last minute passengers we went to the desk again. This time we refused to sit down. Eventually they found us two seats, one at the back and the other in the middle of the plane. We were the last ones on. I had just settled when the boarding clerk came rushing on board and forced me to move to another seat. By this time I was in tears. It's not as if we booked this ticket as a last minute. We had booked 6 months in advance. I cannot get over the rudeness and inefficiency of the airline personnel in Atlanta. Never again will I fly Delta.",,Couple Leisure,Economy Class,YYZ to MEL via ATL,April 2016,2,3,,,1,3,no
Delta Air Lines,1,P Lennar,19th May 2016,"Los Angeles - Orlando April 21st 2016 I had bought comfort seats, but when I boarded the plane I noticed that I was given two ordinary seats which did not recline and I was also separated from my wife. I am a 6.10ft tall, 70 year old senior. Delta switched the aircraft (Boeing 757 N552NW had a diferent configuration from the plane originally assigned for this leg, with fewer comfort seats) and no one warned me. As I got in I asked for assistance from the steward in attendance. He answered he had nothing to do with that adding he would have to be better paid by Delta to deal with such matters. Delta didn't warn me of the change in the seating category and the employee treated me with disrespect. I tried talking to the cabin chief and she offered me a glass of wine to solve the situation, which I refused. I was obliged to travel in a terrible situation.",Boeing 757,Family Leisure,Economy Class,LAX to MCO,April 2016,1,1,3,,2,1,no
Delta Air Lines,10,Amelia Avila,19th May 2016,"Newport News to Denver return. I just want to say how pleased my husband and I are with the service we received by Delta. Our flight from Denver to Atlanta was delayed by over two hours, so we were going to miss our connecting flight from Atlanta to Newport News. The counter clerk in Denver was very kind, and went to work to see what she could do for us. She found us an earlier flight that allowed us to make it to our connecting flight in Atlanta. Had she not done that, our only other option would""ve been staying overnight in Atlanta to catch a new connecting flight. She also upgraded us to first class, and we received VIP treatment during the flight. Additionally, during that flight from Denver to Atlanta, there was a flight attendant who went above and beyond in making sure we had everything we needed. I was very dehydrated when I boarded the plane, and she showed genuine empathy and concern. She made sure I did not run out of water the whole flight, and asked several times how I was feeling. By the time we landed, I had greatly improved in how I felt! This flight attendant on DL1916, May 16th 2016 was great. I can't say enough about her kindness!",,Couple Leisure,Economy Class,PHF to DEN,May 2016,5,5,4,,5,5,yes
Delta Air Lines,9,M Neave,17th May 2016,"London to Tampa via New York JFK with Delta Air Lines. Flights were all on time, aircraft clean and seating space adequate. Pleased to see the plane was only half full so passengers could move to other seats and I was lucky enough to have the 3 middle seats to myself. Food was ok, usual chicken or beef but could not describe what vegetable was with it, plenty of drink runs throughout the flight with bottles of water offered and nice to be offered beer, wine or spirits for free on the international sectors. Inflight entertainment was excellent with a good choice of latest box office movies, tv shows also available, as on previous occasions disappointed with the music selections available. I like the fact that you can reserve your seats on booking, unlike some airlines who charge for this, or won't let you confirm seats until 24 hours before departure. Third time I have flown Delta and as long as their fares remain competitive will book with them again.",Boeing 767-300,Solo Leisure,Economy Class,LHR to TPA via JFK,May 2016,4,5,4,4,4,5,yes
Delta Air Lines,4,J Barrib,17th May 2016,"✅ Verified Review | La Guardia to Louisville. To my horror, I realised that my connecting flight was a codeshare with Delta. The staff were rude, and the poor management strategies were apparent from a quite empty plane that only offered cramped conditions (with no reclining options) to its passengers. To be fair, I was told that it would cost $50 extra to occupy an empty seat with the extra leg room, and chose not to pay the difference for an hour journey. It seems Delta management have missed out on $50, and confirmed their reputation, and earned a worthy review. The flight was delayed, and only about an hour late, so that was better than expected!",,Business,Economy Class,LGA to SDF,May 2016,2,1,,,2,1,no
Delta Air Lines,1,Ben Walkuski,12th May 2016,"Atlanta to Paris with Delta - I have yet to travel but I have already had a poor customer service experience. I am a longtime American Express cardholder, a Delta SkyMiles customer, and a loyal Delta customer who carefully selected my seats the day I booked the trip a month and a half ago. I received a confirmation e-mail noting the seats we had selected as well. When I logged into the Delta website I learned that Delta had moved one of our seats, separating us. This is a very special trip, a 30th birthday celebration, and it is very important that we sit together. The staff treated me horribly, were unwilling to do anything to change the seats, and did not do anything to offer to help. If Delta is not able to retain me as a customer, they are at risk of losing my business.",Boeing 777-300ER,Couple Leisure,Economy Class,ATL to CDG,May 2016,1,1,,,1,1,no
Delta Air Lines,1,M Brooks,12th May 2016,"Horrible! I made this flight reservation from Tampa to Detroit for my father. I spoke to Delta Reps on the phone when I made his reservation. I specifically told them he needed wheelchair assistance to the gate and onto the plane and the same assistance with deboarding and getting to baggage claim. He arrived over 2 hours early for his flight. When he got to the airport there were no porters or wheelchairs at the curb to help him. When he checked in at the ticket counter the Rep told him that he only had economy seating left and a window seat at that and there was no way to get him an aisle seat and on top of that the Rep also told him they were short staffed and didn't have a wheelchair for him. He then told him ""you better head over to security because it's a long wait and if I find a wheelchair I come get you"".",,Solo Leisure,Premium Economy,TPA to DTW,May 2016,1,2,,,1,1,no
Delta Air Lines,7,S Tegtmeier,10th May 2016,"✅ Verified Review | Roundtrip with Delta from Frankfurt to Las Vegas via Detroit and San Francisco to Frankfurt via Atlanta. Overall a good experience. All flights on time or even ahead of schedule. Transfers at Detroit and Atlanta were easy and smooth. Delta has well organised hubs with plenty of ""Need Help"" centers. Staff is fantastic from check-in to flight attendants, always friendly, attentive and willing to help. Long-haul flights were on an older B767-400, but cabin was modern and well maintained. IFE was good with a wide selection of movies, but only 4 (FRA-DTW) and 2 (ATL-FRA) in German language. Meals were tasty and beverage service very generous on intercontinental flights. Beer, wine and spirits were free, served in the biggest plastic cups I ever got in economy class! Also water cups or bottles were offered by cabin crew every 45-60 minutes. US flights were a bit different. Planes (B737-900) were new, with IFE at every seat. Some movies were free, some you had to pay for (6$). There were a lot of movies available in German language (20-25), more than on flights to Germany. Free drinks and snacks (pretzels, cookies, peanuts) were offered several times, but you have to pay for alcoholic beverages and ""real"" food. Food offers were expensive and selection was rather poor. There is a lack of fresh food (e.g. salad) or hot meals, most offers included industrial food like crackers and crisps. That was the only negative aspect of my journey, in total Delta offers a good product.",Boeing 767-400 / Boeing 737-900,Solo Leisure,Economy Class,FRA to LAS via DTW,April 2016,4,5,3,4,5,3,yes
Delta Air Lines,8,Emma Bishop,9th May 2016,"Our Delta Air Lines flight out of Seattle to Bismarck was delayed five hours, but they switched our flights no problem and included free pizza before the one that was delayed! Never seen that before. And we got a $200 gift card for our trouble! The delay sucked but they really took care of us.",,Couple Leisure,Economy Class,SEA to BIS,April 2016,3,4,3,3,4,5,yes
Delta Air Lines,2,H Michala,6th May 2016,"✅ Verified Review | Atlanta to Portland with Delta. We had infant in arms. They split us up and weren't able to sit us together. We had to beg people near us to trade seats because no one wanted to sit in the middle. It was night flight and the kid was cranky. When we landed the new stroller was scratched up, dirty, and not taken care off. Couple years ago Delta had delayed flight and didn't provide us hotel since the flight was in 8 hours. We thought something changed since those couple years, but guess not.",,Family Leisure,Economy Class,ATL to PDX,May 2016,1,4,4,4,4,1,no
Delta Air Lines,9,D Schmeisser,5th May 2016,"Flew Six segments on Delta from Michigan to Honolulu via Los Angeles, five on time and one with a 30 minute delay, no missed connections. I remain very impressed with the Delta ground staff and onboard staff that I come in contact with. Always cordial and efficient. Besides the beverage cart pass in the first hour and last hour of all 4 to 6 hour flights, the attendants passed water and/or coffee at least twice. The domestic B767 aircraft was showing it's wear, particularly with the IFE, which worked OK at best, but it was clean and everything worked. The internationally configured B767 is very nice, with new, comfortable seats, a large screen and excellent movie choices (to and from HI they are complimentary). The one weakness was a flavorless Asian-inspired chicken wrap (so-called) that I purchased. I'm not sure why they settle for such mediocre catering.",Boeing 757 and Boeing 767,Solo Leisure,Economy Class,IMT to HNL via LAX,April 2016,4,5,3,5,5,4,yes
Delta Air Lines,2,Rachel Warsaw,2nd May 2016,✅ Verified Review | Flew Buffalo to New York City. I understand that you get what you pay for and that is exactly what happened here and every time I've flown with Delta Air Lines. I have not had one smooth flight or flight on time. First flight went out 20 minutes past departure and the return flight was almost 2 hours delayed. This is unacceptable. I could have driven with less headaches.,,Solo Leisure,Economy Class,BUF to JFK,May 2016,2,3,,,3,2,no
Delta Air Lines,9,P Tiller,25th April 2016,"✅ Verified Review | New York JFK to Dublin return with Delta, and travel to and back the seats were changed, but still were able to not only stay in Premium Economy, but in the two seat arrangement. DUB to JFK was in bulkhead seats with great leg room, but the meal tray was an issue, should one be lets say on the heavier side; I had set up the seats a few months ago. Customer service on the phone upgrading to Premium Economy was easy. Flight was good, stewardesses were great, extra leg room and seat comfort with the pillow they supply was decent, movie selection was good, watched two going over, three coming back. I have a gluten intolerance and received my food a bit earlier and it was actually pretty decent. The priority check-in, especially at JFK with the shorter TSA line was really nice, the bottled water at check in was just a plus. Flying again in a few months in Premium Economy and looking forward to it, especially since the flight will be an A330.",Boeing 767-300,Couple Leisure,Premium Economy,JFK to DUB,April 2016,4,4,4,4,2,4,yes
Delta Air Lines,10,P Pomeranze,25th April 2016,"Felt like I hit the lottery with an internationally configured 767 from Honolulu to LA. With a lie flat seat I was already happy. Add to that a welcoming, friendly crew, very good food and a great video selection accompanied by very rare WI-FI over that section of the Pacific. LA to Vegas was short and sweet and comfortable with another warm group of attendants. Only negative comment is about the shabby Honolulu Airport which is not Delta's fault.","Boeing 767, Boeing 717",Business,First Class,HNL to LAS via LAX,April 2016,5,5,5,5,4,5,yes
Delta Air Lines,1,S Ryan,25th April 2016,I had my first introduction to Delta Air Lines for a weekend trip to San Francisco. I had 4 flights in total and every single flight was delayed. I've never had such a bad experience with an airline and don't intend on flying with this company again. It's one thing to be delayed for 15-30 minutes for traffic delays and a whole other ball game when you're sitting in the airport for multiple hours waiting for a return flight to Canada. Don't recommend Delta to anyone.,,Solo Leisure,Economy Class,SFO to YYJ,April 2016,2,3,2,,2,1,no
Delta Air Lines,1,Philip Young,23rd April 2016,"Delta Sky Club admission policy is inconsistent. If you fly in first/business domestic in the afternoon and then fly international the very next morning, all within 24 hours, you are not entitled to use the Sky Club lounge. However, if you make the same flights all in the same day, you can use the Sky Club lounge. Now, even if the policy is inconsistent, you would hope the lounge staff could use some customer-friendly judgement and make an exception to let you in. No such luck at the DCA lounge. So much for goodwill. Sent an email to Delta customer service. We'll see if they are any better at dealing with customers. Next time I have a similar itinerary, I'll try a different airline.",,Couple Leisure,Business Class,DCA to RTB,April 2016,3,5,1,,1,1,no
Delta Air Lines,1,S Ritchie,16th April 2016,"✅ Verified Review | Flew from St Lucia - O'hare (Connecting flight in ATL). Only flew because the resort had an exclusive with them. Lost bag in ATL in the layover. They finally found it in ATL, and gave me the hours of 8:00am - 8:00pm to be delivered the following day. They would give me a call from an unknown number, but if I didn't answer, they wouldn't deliver it. Since I have a job and don't sit on my phone all day, my other option was for them to leave it at the front porch. I don't know about you, but I don't like my belongings just hanging around the front porch all day, so was I forced to take off work. I found Delta's customer service to be a joke when trying to get compensated for my lost wages. You call into one dept, with no managers, only to be told I have to put a complaint through their website. If you wish to follow up, you'll get the runaround. Once you put a complaint through their website, you'll get an email back from a general email stating, ""We don't offer reimbursement"", but thanks for paying $1500, along with the bag fees and inconvenience we caused you, but please fly again. You are unable to contact anyone via phone. Apparently, their corp center with the employees sending these emails, don't have phones. There's no phone lines to their Corp Center, so they can just hide behind general emails and deny people. 2nd time they lost my luggage. I can't understand why Delta is still even around.",,Couple Leisure,Economy Class,UVF to ORD,April 2016,1,1,1,1,1,1,no
Delta Air Lines,1,Michael Rhodes,14th April 2016,"✅ Verified Review | I would not recommend to my worst enemy. We booked return flights for a family of 6 from Leeds Bradford to Orlando, flying Delta from Atlanta to Orlando, Orlando to Boston and onward to Amsterdam in November 2015 on a single booking reference and e-ticket, and later booked actual seats. We were split up, some put on standby and some not even on the system despite checking the bookings before starting to travel. At Boston the seats we originally booked could not be given to us as they were ""blocked"" for families. what are 2 grandparents, mother, father and seven year old twins? The seats allocated to us were 2 of the original at the side of the plane, 2 in the row behind the original, the mother moved to economy after being on standby and a seven year old girl to travel by herself. At Amsterdam 4 were on the plane seated in different seats, one was on standby despite the plane being overbooked and one not even on the system",,Family Leisure,Economy Class,MCO to AMS via BOS,April 2016,2,1,1,1,4,1,no
Delta Air Lines,1,M Laske,14th April 2016,"✅ Verified Review | Philadelphia to Phoenix, and I will never fly Delta again. I traveled with my wife and child. We were not able to sit together unless we paid more money. We got to the airport and got in line to check in. We waited 10 minutes and then were told we had to have boarding passes to be in that line. We finally got them and then we're told we had to pay $100 extra dollars because our bag was a pound over. The Delta employee was rude. We heard nothing but no no no. It was as if it was a luxury for us to pay hundreds of dollars to fly. Flying to and from we had a connecting flight. Each time we were sat in the last row and had to sprint to our next flight. We barely made our connecting flight home. Because we were in the last row and our connecting flight was in a terminal farthest away from us. Delta aren't family friendly.",,Family Leisure,Economy Class,PHL to PHX,March 2016,1,3,1,3,1,1,no
Delta Air Lines,10,Sergio Esquivel,14th April 2016,"✅ Verified Review | New York JFK to Frankfurt with Delta. Awesome service, flight attendants are helpful, polite and efficient. Flight entertainment is nice and the food was tasty. Flat bed seat was very comfy. Flying Delta airlines is always a nice experience. Ground crew is nice and willing to help. Lounge is nice and clean, with nice food selection.",Boeing 767-400,Couple Leisure,Business Class,JFK to FRA,April 2016,4,5,5,5,5,5,yes
Delta Air Lines,10,Sergio Esquivel,13th April 2016,"✅ Verified Review | Delta is always an excellent experience I flew from New York JFK to Boston and found the flight crew nice and friendly. Even on a short flight the attention you get from the flight attendants was excellent. Seats were nice and comfortable, enough legroom and space. Ground crew were helpful. I have flown with many airlines and I still think Delta is one of the best.",CRJ 900,Couple Leisure,First Class,JFK to BOS,March 2016,5,5,5,4,5,5,yes
Delta Air Lines,2,Michael Wolf,11th April 2016,"✅ Verified Review | Phoenix to Minneapolis. Delta has started the policy of making you recheck in at the airport when they've had a ""plane switch."" This means that if you check in online, you'll likely get booted from your seat, even though you checked in before others who waited until they got to the airport, and technically made it easier for Delta. I got booted from a seat that I'd booked over a month in advance for both legs of a trip from Minneapolis to Phoenix, and both times they moved me to the back of the plane (from the front/middle like I'd booked). I have both the Delta app and Tripcase, and Delta has my phone number and email on file. Despite getting to the airport over 4 hours before my flight, I received no warning about this at all until the airplane started boarding, at which point they sprung this on me, with no recourse. Meanwhile, all the people who got to the airport after me were moved up.",,Business,Economy Class,PHX to MSP,April 2016,3,3,2,1,1,2,no
Delta Air Lines,8,Sebastian O'Connor,7th April 2016,"I flew Delta Air Lines on 2 economy class legs from Newark to Kansas City through Detroit on B717s. The aircraft's are a bit older but are kept in great shape, with comfortable enough seats. The crew were quite friendly and were prompt with their services and trash pickup. Both flights left and arrived on time, and with wifi on board there isn't much to complain about.",Boeing 717,Solo Leisure,Economy Class,EWR to MCI via DTW,March 2016,4,4,,,3,4,yes
Delta Air Lines,8,Mark Collins,5th April 2016,Detroit to Las Vegas return with Delta. Chose economy comfort+ and very glad we did. Three of us had plenty of room and priority boarding. Both flights were smooth and pretty much on time. FA's were friendly on both trips but the outbound crew seemed to be a bit more attentive. Will fly Delta in the future.,Boeing 737-800 / 737-900,Family Leisure,Premium Economy,DTW to LAS,March 2016,5,5,5,5,4,4,yes
Delta Air Lines,1,Gregg Hillier,5th April 2016,"This six hour leg from Minneapolis to Anchorage was the worst flight I have taken in a decade. For some unknown reason, Delta chose to put an aircraft with no power outlets and no USB connection on a 2500 mile route. The seats were hard and had limited recline. The meal service, when it finally came, was appalling. No nuts or pretzels were offered with drinks. The meal had no appetizer, no bread, the portions of the main course were tiny and unappetizing, and the dessert was some kind of nasty lemon gelatto that was half melted. The cabin crew was surly, indifferent, and hid behind the curtains in the galley for most of the flight. After several hours of no service, one water run was made before landing. And this was in First Class no less ! I cannot recommend Delta under any circumstances.",Boeing 757,Solo Leisure,First Class,MSP to ANC,April 2016,1,1,1,1,2,1,no
Delta Air Lines,2,V Grosjean,5th April 2016,Charleston to Los Angeles via Atlanta with Delta. Missed our connection by 10 minutes. When we deplaned in Atlanta we are told to check our connection on the board. We ran to our connecting flight and arrived 8 minutes before leaving. We are told the gate was closed and to go to the Delta counter for rebooking. The gate attendants responded as if this happens all the time. We are not young but even worse than that were the families with young children and the lack of compassion they are given. Did I mention or connection was late because we waited for someone in Charleston. Is this how Delta in Atlanta treats families and older people? Appalling.,,Couple Leisure,Economy Class,CHS to LAX via ATL,April 2016,3,4,2,1,2,2,no
Delta Air Lines,6,M Nochimson,31st March 2016,"✅ Verified Review | Seattle to New York with Delta Air Lines. My husband and I were extremely unhappy with the lack of food service on this transcontinental flight. We paid for Premium Economy with the understanding that there would be complimentary food included. I asked at the gate to be sure and was told we didn't have to bring any food on board. To add insult to injury, there is food included on flights to California. What kind of nonsense is this? The movie selection was only mediocre, in addition. We're not eager to fly Delta again, and we do make frequent trips to Seattle because we have family there. We're not giving Delta a good review with our friends either.",,Family Leisure,Premium Economy,SEA to JFK,March 2016,4,4,1,3,4,3,no
Delta Air Lines,5,Susan Curry,29th March 2016,"✅ Verified Review | This flight was booked through Virgin but they didn't do flights from Manchester to New York, so they use Delta Air Lines. My daughter and I were sat on seats behind the seats where the exits were and it was very cold as is usual. The blankets provided were not adequate to keep out the cold even though we had a couple each. The seatbelt sign was on for a while after take off but people were walking up and down and the staff didn't say anything to them. The exit area was blocked with litter but the staff did not make any attempt clear it away. The food was not worth eating, it was cold, dry and hard. I felt as though I was flying with a second rate airline, the cabin staff didn't speak and look thoroughly miserable. Not a good experience flying with Delta.",,Family Leisure,Economy Class,JFK to MAN,March 2016,3,2,2,4,3,2,no
Delta Air Lines,1,A Mantione,27th March 2016,"Montreal to Spokane via Minneapolis, and extremely displeased with my Delta experience. Landed in MN to find the connecting flight tone delayed about 45 min because there was no pilot. Ok. Not a huge inconvenience. Board the plane to find out that I have been bumped from the aisle seat I specifically selected when booking the ticket and as the flight was full, was unable to get a aisle seat. Then we sat on the plane for almost another hour when it was announced due to a fuel leak we would have to deplane and take another plane. Extremely inconvenient as the flight is already terribly uncomfortable with the small space and terrible seats. And of course there is no compensation to passengers for the inconvenience. So all-in-all, will try to avoid flying delta for future travel needs when possible.",,Solo Leisure,Economy Class,YUL to GEG via MSP,March 2016,1,1,,,1,1,no
Delta Air Lines,1,Timothy Scott,26th March 2016,"The flight from Indianapolis to San Diego was fine. Then I had a 6:30am flight back to Indianapolis and needed to be home that evening for work early. I missed my flight - my fault. Delta was unwilling to let me transfer my fare for a fee or give me any kind of credit and said my only option was to purchase a first class ticket for $1,200. It was very upsetting that they were not willing to work with me at all.",,Business,Economy Class,IND to SAN,March 2016,2,4,3,4,3,1,no
Delta Air Lines,3,Shane Bethune,25th March 2016,"Kahului to Portland, and Delta's flamboyant and fantastical lack of customer service has left me absolutely gobsmacked. Understandable that equipment changes do happen, but the fact they cannot manage to seat either my wife or I next to either our 5 or 8 year old after repeated customer service calls and subsequent ticketing agent and gate agent visits is absurd. In fact they are comfortable with not a single member of our family sitting in the same row (despite having a saved seats together when the tickets were purchased 6 months in advance thru their website) instead they have seated our children separately 5 and 6 rows behind the closest parent and stated we are welcome to ask those around us if they are willing to trade for our newly assigned middle seats for the 6 hour flight, good luck. Congratulations Delta, you have just lost this family's business for life! I'm confident based on past experiences this situation would never have been handled in this manner by Alaska Airlines.",,Family Leisure,Economy Class,OGG to PDX,March 2016,2,4,2,1,3,1,no
Delta Air Lines,1,Peter Mcaleer,22nd March 2016,"I flew from Atlanta to JFK on 11th July 2015. As we were about to board the plane at the door (I was travelling with my 14 year old daughter), I was told I had to check my hand luggage into the hold and it would be sent on to my final destination, which was Dublin. I tried to explain that we had packed valuables into our had luggage and other items needed to complete our journey to Dublin. At this stage the staff became quite aggressive and told me to either check the bag or go back up to the gate. Again I tried to explain about we had packed all our valuables etc into the carry ones at which stage he told me I wasn't allowed to get on the flight and to go back to the gate. I had a connecting flight to catch once arriving in JFK so I had no choice to check in the carry ones with all the things inside them. His response was he didn't care what I had in the bags and they had to be checked. I could not believe how he spoke and treated us it was appalling. I spoke to the attendant when we boarded the plane and she said there was still plenty of room and they had not instructed the gate to do this. You can imagine how I felt when we arrived at our seats and not only was the overhead bin empty but wasnt even used during our flight by any other passengers. I will never fly with them again - I have no complaints with the service or crew on the actual flight but I am the ticket agent in Atlanta and Delta's lack of response (not even an email) put me off ever flying with them again.",,Family Leisure,Economy Class,ATL to DUB via JFK,July 2015,4,4,4,4,1,3,no
Delta Air Lines,1,Steven Young,21st March 2016,"The service, attitudes, quality and overall experience just gets worse and worse. On my outbound flight from MEM to LGA we were more than an hour late leaving MEM. As a result, we got into weather and air traffic issues at LGA resulting in landing at EWR for fuel. We were 2.5 hours late arriving at LGA. All you get from DL: ""sorry for the inconvenience."" The return flight from LGA to MEM was cancelled. No reason given when I asked two different people. DL tried to put me on a flight the next day rather than rebook me the same day. I had to jump through hoops just to get out on the same day. Had to fly EWR to DTW then DTW to MEM. The flight from DTW to MEM was almost an hour late because one of the flight attendance was a no-show. Add to that the fact that the seats are terribly uncomfortable (exit row aisle) and the service is non-existent. DL is the king of excuses and ""I'm sorry."" I do my best to avoid them.",CRJ-900,Business,Economy Class,EWR to MEM via DTW,March 2016,1,3,2,,1,1,no
Delta Air Lines,1,Ben Kalish,18th March 2016,"Delta continues to deliver sub-par service. I fly under government negotiated fares for domestic travel on a regular basis. The ticket booked was for San Diego to SLC on a Delta flight, and from SLC back to San Diego via SEATAC on a delta booked ticket on Alaska Airlines. On the way out, the flight was delayed on departure. No reason was given. On the way back, I ended up finishing early. I called Alaska to try to shift to an earlier flight. As expected, Alaska picked up in a couple of minutes. I attempted to utilize the Alaska Airlines same day ticketed change program to move to an earlier, direct flight back to San Diego, but the relationship with Delta made it so their system wouldn't process the change without cancelling my ticket and rebooking. They told me to call Delta. I called Delta, but was immediately put into the que. Rather than wait I opted to take the call back. It took them more than 30 minutes to call me back. Fail on customer service. When they did call me back, they first tried to charge me a $200 change fee on a government fare. This isn't allowed under their negotiated contract, but I had to argue with them to get them to realize this. If I hadn't known this, they would have tried to shove that down my throat. Then they told me that even without the fee, it was going to cost $200 + to change my ticket due to a difference in fare. Their excuse was that I didn't have a reservation when I had just given them a ticket number. At this point, the conversation ended due to a clear issue with them being able to do their job and me being unwilling to pay for something that would have been free had I booked my entire trip with Alaska airlines in the first place. I recommend not flying Delta Airlines if it is at all avoidable. Their customer service is abysmal and their planes are dated and poorly appointed.",,Business,Economy Class,SAN to SLC,March 2016,1,3,1,1,1,2,no
Delta Air Lines,1,Jim Brokaw,18th March 2016,"Tucson to Atlanta with Delta. Bought seats in first class, onboard the toilet was inoperable and stank! Cabin crew said they had attempted to reject the aircraft but were threatened by company management. Cabin crew then had to delay food service to allow first class passengers to use aft lavatories. Truly third world service!",MD-90,Family Leisure,First Class,TUS to ATL,March 2016,2,3,3,,2,1,no
Delta Air Lines,1,EM Mathwig,15th March 2016,"We will never fly Delta again. We made our reservation for our trip of a lifetime a year in advance. At the time that we made the reservation, we decided to pay a little extra for ""comfort seats"". We also wanted to make sure that there were enough seats available for us to be able to be seated together, then being able to share the joy of our trip. Without notice, on our trip from Seattle to Lihue, where we changed planes, our seat assignment was changed and we were separated. We really wanted to be together inasmuch as we could then lift the arm rest between us and possibly sleep more comfortably. We also felt that as senior travelers, there might be some accommodation for our desire and need to be together. Our concerns were ignored. Now, we have learned that again, our seat assignment for the last leg of our flight home has been changed. We are particularly alarmed that not only was this done without being notified, but also, without any compensation whatsoever offered. Three separate complaints have been filed, all to no avail We have been told that all we are guaranteed is a seat and that our having chosen seats well in advance of our trip has no meaning, nor do they care whether we are senior travelers. They have refused to listen or pay heed to our concerns, and we are livid. Delta offers no such thing as customer service, period. Never again will we fly Delta Air Lines.",Boeing 737-800,Couple Leisure,Premium Economy,MSP to LIH,March 2016,2,4,2,1,3,1,no
Delta Air Lines,9,William Henderson,13th March 2016,"Paris to Salt Lake City, and I would like to thank Delta for a fine experience over two long flights. Our group of 8 were well looked after by hard working efficient staff. Entertainment worked really well to help pass the time. Would be glad to fly with Delta again. Got a pleasant surprise as I've dreaded longer flights in the past",Boeing 767,Couple Leisure,Economy Class,CDG to SLC,March 2016,4,5,4,5,5,5,yes
Delta Air Lines,4,Ros Brown,12th March 2016,Los Angeles to Las Vegas. No complaint about the flight except for no refreshments offered. However check in at Los Angeles was appalling. We had been unable to check in prior to arrival at the airport. There were no staff available to advise where to check in and had to join the Special Services queue. Had to queue for 45 mins and agent was unable to print my onward boarding card for flight from LAS to Gatwick though she printed my husband's. She said that this sometimes happened and didn't offer to try again. On reflection we decided this wasn't acceptable as we would have a short turnround time at Las Vegas but I didn't want to have to join the end of the special services queue again! Luckily managed to find a Delta employee this time who was extremely helpful and printed out the boarding card without any trouble. Very unacceptable experience altogether though especially if we had not allowed a great deal of extra time to check in. I'm sure many people must miss their flights through the queueing system at delta desks at LAX. Would not travel Delta again.,Boeing 717,Couple Leisure,Economy Class,LAX to LAS,March 2016,3,3,,,1,3,no
Delta Air Lines,10,J Salzwedel,9th March 2016,Minneapolis to Las Vegas and a very nice flight with Delta. Staff was nice and gave us drinks before takeoff. It was my first flight in first class and I didn't know what to expect. Delta provided a very high standard for me. Inflight entertainment was nice too. Good choice of movies and tv shows for all.,,Family Leisure,First Class,MSP to LAS,March 2016,5,4,5,4,5,4,yes
