airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Alaska Airlines,10,Y Issa,1st October 2015,"When I rushed into the Boston airport wearing my ten-month-old son in a baby carrier and balancing a 55 pound anxious dog in an oversized crate on an unthinkably tiny luggage carrier (oh, Logan!) while my three-year-old clung to my thigh things were looking bleak. We were running late and I wanted to check in the dog while my husband dealt with the rest of the luggage, the rental, and a looming police officer. I was frazzled, but the Alaska Air staff spotted me right away and from then on our travel experience went smoothly. He really made sure that all the documents are checked as quick as possible and helped me take the dog crate through inspection. No one gave me any trouble with the dog, and we received a ticked assuring us that she was on the plane with us in the cargo. We found her safe and sound at our destination. All the while the staff member was entertaining and patient with my curious and slightly anxious daughter and assured me that he will take care that my husband gets on the plane in time as he was late returning the rental car, which he did. Everyone else working with Alaska Air was very courteous and attentive as well. Since we booked our seats late, we were not assigned to the same row, and with two small children this six hour flight could have turned very ugly if we were kept apart. The flight attendants took care of this issue right away and adjusted our seating so that we were in the same row (also thanks to two gracious gentlemen who agreed to switch their seats for us). The flight was long but comfortable, there was enough leg room even in the economy seats with snacks, drinks, and entertainment tablets making the long flight with tired kids tolerable. By the way the food was hot and delicious. Another nice touch came when we requested an entertainment tablet which was ten dollars per piece. The flight attendant noticed that my husband gave it to our daughter right away, so she gave him another one at no extra charge. No one harassed us when our kids were getting loud and impatient (which happened couple of times and ended very quickly, they are such good kids), and no one mentioned anything to me as I was nursing my little boy for most of the flight. I only have great things to say about the Alaska crew, they were so professional and compassionate. I know I would recommend this airline to any family.",,Family Leisure,Economy Class,Boston to Seattle,Sep-15,5,5,5,5,5,5,yes
Alaska Airlines,10,Poppy Tohill,30th September 2015,"After flying around the USA for the past month on numerous different airlines, I experienced no better inflight service than with Alaskan Airlines. From the moment I arrived at the gate to board and the plane trip itself their staff and cabin service was exceptional. They were extremely friendly and helpful making sure everyone was comfortable, happy and had everything they needed and wanted. I wish I had flown with Alaskan Airlines more on this trip.",,Solo Leisure,Economy Class,Seattle to San Francisco,Sep-15,5,5,5,3,5,5,yes
Alaska Airlines,9,Stephen G Sweet,23rd September 2015,"Just returned from a quick five day jaunt to Eugene, OR, flying Alaska Airlines. Bumped up to First class both ways due to my Gold status and some luck as well. The flights were great, crews professional, clean planes, good food and on time both directions. I had the pleasure of sitting next to a WWII former fighter pilot whose son is a Captain with Alaska. He was quite a hit with the crew as he seemed to be well known. I enjoyed his company and he made the flight an unforgettable experience. Departing in a week or so to fly to Raleigh NC on the first ever Alaska Airlines flight to grace the Tarheel State.",Boeing 737,Solo Leisure,First Class,ANC to EUG via SEA,Sep-15,5,5,4,5,4,4,yes
Alaska Airlines,10,Kristi Russell,18th September 2015,Alaska Airlines staff has excellent customer service and are willing to help any way they can. They make flying easy. I flew to Mexico for my wedding and they gave us free drinks and food and a seat in first class. They accommodated my dress that I carried on the plane and made my stressful trip that less hectic. I recommended flying Alaska Airlines for any trip.,,Couple Leisure,First Class,Pasco to Cabo,Sep-15,5,5,5,5,5,5,yes
Alaska Airlines,1,Susan Sopp,17th September 2015,"There have been numerous incidents with Alaska Airlines while my daughter has lived in Mammoth Lakes over the past 5 years. Today, Sept 15, 2015 my daughter, who had made her reservation weeks ago to fly down and go on vacation to a central coast beach town, got a text at 1 pm today notifying her that her flight had been cancelled. The next flight is tomorrow evening which would have her arriving at 7ish and we are due to be at our vacation destination tomorrow. If she took the offer for tomorrow we would be losing one nights hotel stay nonrefundable as there is a 48 hour deadline to cancel. She called Alaska Airlines to get her refund as now she has to drive down to LA by herself in order to make our plan work. She asked why the flight was cancelled, already knowing what they would say. Alaska Airlines go to phrase for cancelling flights is ""mechanical problems"" when the flight isn't full enough. Sure enough that is what she was told. I'm thinking really, there are 3 hours before the flight leaves LAX for Mammoth and there isn't a working plane available to be brought in? Well, of course there is nothing a passenger can do or say to change the ""I don't really care about you"" attitude that exists in this situation. It is really sad that this happens fairly often which proves to me that Alaska Airlines really doesn't care about this particular flight. I feel Alaska Airlines should perhaps not be flying in to Mammoth Lakes every day. If people knew there was a limited schedule at least they would know how to plan instead of last minute cancellations being frequent.",,Solo Leisure,Economy Class,Mammoth Lakes to LAX,Sep-15,1,1,,,1,1,no
Alaska Airlines,1,Selma Moric,16th September 2015,This Alaskan Airlines trip has been the worst travel experience by far. I was stuck at the airport for 9 hours because they kept pushing the flight back every hour until they finally canceled it and reconnected me through a Delta Air Lines flight that was 3 hours later. Had to spend the night in San Diego and the next day I was optimistic that I would get to my final destination without a problem but of course the second I got there they flight was delayed due to mechanical issues. Very annoying and took up a lot of my vacation time.,,Solo Leisure,Economy Class,Salt Lake City to Fresno via SAN,Sep-15,1,1,1,1,1,1,no
Alaska Airlines,9,Adam Hinds,14th September 2015,"Two more great flights with Alaska Airlines. Vancouver to Seattle was fine, no service due to weather but the Seattle to Kona flight was really good. It was packed full, but the crew were wonderful. Friendly, professional and fun - what more could you ask for? The crew get you in the mood for the Islands! We left on time and arrived a bit early.",,Couple Leisure,Economy Class,YVR to KOA via SEA,Aug-15,4,5,3,,5,5,yes
Alaska Airlines,10,Susan James,9th September 2015,"Alaska Airlines is the best, they provide complimentary drinks, including beer and wine. Service is offered a couple of times even on a short 1.5 hour flight. The flight attendants are friendly, courteous, and professional.",,Solo Leisure,Economy Class,Seattle to Fresno,Sep-15,4,5,5,,5,5,yes
Alaska Airlines,6,Stephen G Sweet,31st August 2015,"Usually I am more than pleased with my trips on Alaska Airlines. I am a Gold member and will be again for this next year. The trip from Atlanta to Seattle was delayed due to a mechanical issue, starboard engine. This was fixed and we were about two hours late departing ATL. We were rebooked in ATL prior to finally leaving. This delay caused me to miss Flight 119 from SEA to ANC. I was rebooked on Flight 121 which is a Combi 400 737. Arrived at almost 3am and my luggage did not. None of the Atlanta folks luggage made it to ANC. I spoke with the luggage person and she said it would be sent out later on in the morning. I accepted this, not happy but it does happen. I called the MVP Gold customer service folks today to inquire about a partial refund for my flight as it had no 1st Class. She spoke to the accounting department and said I will get an $80 credit. The bottom line here is a customer who was not pleased overall, especially in regards to finding out about travel segments, some being refundable and some not. Oh well, live and learn. Portions of my experience went very well. Some others, not so much. I have four more trips coming up by Christmas on Alaska. I hope they go better than this one.",Boeing 737-800/400,Business,First Class,ATL to ANC via SEA,Aug-15,4,5,4,4,4,2,yes
Alaska Airlines,10,Dan Winkowski,29th August 2015,"Alaska has always done a good job when I have flown with them but this time was even better than normal. There was a mix up with my ticket and I learned at the gate that I would not have the First Class seat that I thought I had. The gate agent did get me an Exit Row seat and refunded the fare difference. The agent, emailed me the refund information by the time I had arrived in SEA. The cabin crew always does a great job and so much better service than other airlines provide. I wish Alaska flew to more destinations.",Boeing 747-8/9,Business,Economy Class,LAX to SEA,Aug-15,4,5,5,5,5,5,yes
Alaska Airlines,1,Y Jaur,28th August 2015,"It was the worst service. I bought three seats (30 D/E/F) in a row from Seattle to Salt lake. I wasn't able to fill the third seat which was nonrefundable. After boarding I was relaxing in my aisle seat of the three seat I bought and paid for. A man came and wanted my seat, which I refused because I had paid for all three seats. A flight attendant and ticket taker lady showed up and she belligerently told me to give up my seat and told me to move to my middle seat. She didn't offer a refund or any compensation for the seat that they basically outright stole and resold one of my seat from me. Since I didn't want to make a scene, I comply in protest and moved. She was very unprofessional, insensitive and rude.",,Family Leisure,Economy Class,Seattle to Salt Lake,Aug-15,3,2,,,1,2,no
Alaska Airlines,3,Sarah J Knutson,24th August 2015,"This was the first time I have flown with this airline and I was very disappointed. Both flights of my round trip were delayed a minimum of 2 hours. After spending more money to save time instead of driving, I ended up spending way more time sitting in an airport. I will not fly this airline again if I can help it.",,Solo Leisure,Economy Class,Spokane to Seattle,Aug-15,3,4,1,,1,1,no
Alaska Airlines,9,Dale Burge,20th August 2015,"First time flying with Alaska Airlines, we usually fly Southwest but they don't offer non-stop flights from Albuquerque to Seattle any more. Got a great deal on flights for 3 people, was able to do everything over the internet. Paid luggage fees, checked in online, printed luggage tickets, and boarding passes. When we arrived at the ticket counter at the airport in Albuquerque, we found out that it didn't open until an hour or so later. Surprisingly, two Alaska Airlines employees came out and helped us with our luggage tags since they use a special holder to attach to the luggage. As we were about to start boarding another employee approached us and asked if we would like to board using a new system that they were starting to use. He scanned our boarding passes and we were all set. The flight was great, all of the attendants were very courteous and helpful. Our return flight was also great and without any problems.",Boeing 737,Family Leisure,Economy Class,"Albuquerque, NM to Seattle, WA",Aug-15,3,5,4,,5,5,yes
Alaska Airlines,10,Cara Blake,16th August 2015,"I had a fantastic customer service experience with Alaska Airlines thanks to one member of staff! She showed genuine concern, empathy, and common courtesy in regards to my plight due to a problem with Delta Air Lines. It wasn't her obligation to help me, but she did so willingly and with kindness. She offered suggestions, took the time to research, and above all else, took the time to show she cared. Her actions represented her airline in the best way possible because when the day is done, having a person show care is what we remember the most.",,Solo Leisure,Economy Class,GEG to MCO,Aug-15,4,4,3,3,5,3,yes
Alaska Airlines,9,Stephen G Sweet,13th August 2015,"Another series of fine flights with Alaska. Redeye to Seattle with a fine crew. Service was good. Plane was clean and on time. We had one unusual thing happen - a person apparently acted out in some manner towards a crew member right after we pulled back from the gate. We then returned to the gate and this ""gentleman"" was escorted off our plane. After that excitement we were off with no further issues. Upon landing at SeaTac I made my way eventually to the Boardroom where I enjoyed coffee and rolls, caught up on news and relaxed. The flight to ATL went fine. Again, plane was clean, crew was great and appeared quite professional in all regards. The return leg went fine. The pilot on the outbound leg to Seattle informed us of some possible rough air coming up over the St Louis area which folks appreciated. The food I ate was decent and the wine was enjoyable as well. The final leg back up to Anchorage was without any negatives. I actually caught some sleep which for me is unusual. Landed a few minutes early, luggage made it on time and then home to the Valley. All in all, a fine series of flights with great.",Boeing 737-900,Solo Leisure,Economy Class,ANC to ATL via SEA,Aug-15,4,4,4,4,5,4,yes
Alaska Airlines,9,Ann Strang,6th August 2015,"Pleasant Flight, great staff, always try to fly with Alaska when I can, however I was not impressed with the food product. The first class service was great, but the food was not so good.",Boeing 737-400,Business,First Class,Oakland-Seattle,Jul-15,5,5,2,,5,5,yes
Alaska Airlines,1,Katy Montanez,26th July 2015,"Checked into Alaska Airlines at the Santa Rosa airport 2 hours before take off. The plane was 30 minutes late. Because they were late they decided to rush boarding and instead of the allotted 30 minutes it was more like 10-15 minutes. My 70 year mom and dad were right behind us in security. My husband and I got through security and we were rushed to get on the plane. I told them there were 2 more behind us. They decided to just cut the line there and didn't let them board! To top it off I was worried about my 70 year old mom (she was upset and crying) so I asked the flight attendant about my mom and dad not being on the plane. She snapped at me that it was too bad, and that they probably weren't there on time. I responded that we checked into the airport 2 hours previously. She said rudely, 'so?'. My mom ended up having to fly out of her way north to Seattle and them back down to San Diego to make it in time. Horrible airline, insensitive staff, rude, and couldn't care less about their customers and how they treat then.",,Business,Economy Class,Santa Rosa to San Diego,Jul-15,2,1,1,,1,1,no
Alaska Airlines,8,Alwaleed Althani,23rd July 2015,"Short one and half hour flight, seats were comfortable, very friendly staff from check in until we disembarked and we were given a free snack and drinks.",Bombardier Q400,Family Leisure,Economy Class,Seattle to Bozemon,Jul-15,4,4,4,,5,5,yes
Alaska Airlines,9,Stephen Sweet,15th July 2015,"Flew down to Louisville from Anchorage with a stop at ORD on the way. Bumped up to First again which was nice. Crew was great, plane clean and on time. I found nothing to complain about and arrived relaxed and pleased with the service. O'Hare airport in Chicago was a zoo. It was as crowded and noisy as Atlanta always seems to be. I went to the American Admirals Club and mellowed out for a few hours - fine service there and the views of the aircraft was a plus. Flight to SDF on American Eagle was fine - the E-175 they use was quite a nice aircraft for this short trip, great views from the large windows on board. The return trip back to ANC began again at SDF to ORD, same plane as above, fine service, nice crew etc. I was routed to Portland from Chicago this time. All went well, I was seated in economy and had no complaints. I purchased the movie viewer and was well entertained. Great service too. The flight to ANC was near perfect. Only problem encountered was that our luggage was about thirty five minutes late getting to us. I put in and received my 2500 free air miles for that issue. All in all, flights were fine, crews were great and on time for all sectors. I feel Alaska should move up to a 4 Star rating.",Boeing 737-800,Solo Leisure,First Class,ANC to SDF via ORD,Jul-15,4,5,4,4,4,4,yes
Alaska Airlines,7,Streb Lovell,12th July 2015,"One way, PDX-LAX. Everything was smooth sailing. Seats were comfortable, staff were great, and the flight was on time. I also like the electrical outlets in the seats. The big disappointment was the food. Nothing substantial on this flight except cookies and a small bag of pretzels. They made such a big deal about their cookies. I would have preferred an option such as fruit or cheese and crackers. I don't really know what they are thinking with this. I would have given them a 10 if not for the snack issue.",,Solo Leisure,First Class,PDX to LAX,Jul-15,5,5,2,4,5,3,yes
Alaska Airlines,10,Jezrel Sabaduquia,11th July 2015,"LAX-SEA on the 737-800. Flew on 4th of July and the atmosphere on-board was festive and friendly. Flight attendants interacted with the passengers. Purser was lovely. The crew was probably one of the best and most friendly I have flown with. They went above and beyond when I realized I had left my jacket at the lounge and made sure I got it back. Seats comfortable with plenty of space for the 2-hour flight. Food and beverage selection was extensive. Excellent snack of pasta with marinara sauce, beans, along with with a salad which was fresh. Overall, a wonderful flight. Good lounge, excellent service, great food and comfortable seats.",Boeing 737-800,Solo Leisure,First Class,LAX to SEA,Jul-15,5,5,5,,5,5,yes
Alaska Airlines,9,Stephen G Sweet,21st June 2015,"Just returned to the Greatland having flown what is now my favorite airline once again. Departed ANC at 5 am and arrived ontime in SEA. I was bumped up to First due to my Gold status which I appreciate. The service was fine, the plane clean and all in all nothing to complain about. The trip to Redmond was on Horizon, a Q-400. No problems with anything here. If there was one thing though it would be the seats on the Q do not adjust at all. I wish they would but understand why they don't. The return trip was great on both legs. The crew was very impressive with their customer service.",Boeing 737,Solo Leisure,First Class,ANC to RDM via SEA,Jun-15,4,5,4,4,5,4,yes
Alaska Airlines,9,Stephen G Sweet,18th May 2015,Returned recently from a trip to SEA from ANC and SDF (on Am Eagle) to ORD then onto ANC. All flights were well run affairs with fine crews and great service. I flew First and when I get upgraded I always enjoy the experience. I am however more than pleased when I do not move up as the rest of the plane service crew does a fine job. I have yet to be unhappy with this airline since I have returned to using it on all my flights out and back to the Greatland. I have about six more flights scheduled in the next half year and I plan to fly them every time. Please keep it up!,,,First Class,,,5,5,4,5,,4,yes
Alaska Airlines,10,W Campbell,16th May 2015,"Flight 893 9 May. I don't fly Alaska at all as my loyalties are with another airline at present because of frequent flier status. I flew last Saturday night at 9.45pm from Seattle to Oakland. What a difference in customer service. From the very start in the airport - their employees seemed gracious. The agents at the departure gate seemed relaxed and most affable as I watched them before our boarding call. My mainline carrier I usually fly - the employees always seem ""put out"" when they are interrupted from their computers. Inflight was pleasant. Flight attendants who seemed happy. If Alaska Airlines flew where I needed to go - they would have won me over.",,,Economy Class,,,4,5,4,1,,5,yes
Alaska Airlines,9,H Duncan,11th May 2015,Flight AS838 on 6 May. Flew Alaska from Honolulu to Oakland on 6 May. I was not expecting much for the cost of the first class ticket and was pleasantly surprised. Aircraft was not old (737-800) seat was spacious enough for a 5 hour day time flight. Meal was good and a nice linen service. Even the wine served was quite good and topped up regularly if you wished without having to ask. Crew were friendly and efficient. Even check in was quick and efficient. Overall a good experience and I think worth the extra for first class for this length flight. I rate it as highly as some domestic Australian business class flights I've had so it was quite good.,,,First Class,,,4,4,4,4,,5,yes
Alaska Airlines,8,Terk El,27th April 2015,Upgraded to first class for our flight from SEA to DFW. Had seen Tom Douglas in the news lately talking his about the new menu he created for all Alaska flights. Our breakfast going down and dinner coming back was awful looking awful smelling and awful tasting. Many in 1st class that had the dinner on the return did not eat it. Even FA said she was embarrassed to be serving this meal. The spinach had a nasty smell to it.,,,First Class,,,4,4,1,3,,4,yes
Alaska Airlines,8,David Hibbert,27th April 2015,Flew with family SJC-Honolulu then returned to SJC via Seattle. Economy Class. All planes were 737's of some variety. The seats were comfortable with adjustable headrests but legroom was terrible. I'm short so this was only a problem when I (or someone else) wanted to use the restroom as the person on the aisle seat had no choice but to get out of his seat to accommodate us. The cheese platter is an excellent meal available on all flights. Availability of hot meals was inconsistent and confusing (available one direction but not the other on flights before 9 am or after etc.). Flight attendants were friendly and attentive. However on our trip from HNL-SEA they disappeared 3 hours into the 5.5 hour flight and we were getting thirsty. Had to go ask for water. Hint: Alaska boards very early (45 min) and will depart early if they can. We once showed up 20 minutes before our departure time with boarding passes I had printed the night before and the plane had left already! They said they had paged us but we couldn't hear anything in that particular airport. Fortunately they had seats available on the next flight 2 hours later and got us on that for no charge.,,,Economy Class,,,3,4,5,4,,3,yes
Alaska Airlines,,L Green,10th April 2015,Flew First LA to Pueto Vallarta and had several issues. Firstly leg room was the poorest I'd experienced in first class ever. Secondly the cabin was far too cold and no rugs are supplied. Thirdly several passengers were allowed to remain in a reclined seat position for landing a safety issue. Lunch offered no choice - the chicken wedge salad was inedible. Luggage took well over the 20 minutes to arrive on the carousel. I could go on but let's just say I won't be flying with them again.,,,First Class,,,1,1,1,,,2,no
Alaska Airlines,10,Pomeranze Peter,4th March 2015,Kona - Oakland First class. What an improvement. Leaving United in the dust Alaska offers good food good service and decent leg room on this sector. Individual meals instead of all at one time distinguish this excellent offering from United using the same aircraft and only one hard working flight attendant. Finally a major carrier steps up and offers good service to and from Hawaii.,,,First Class,,,4,5,5,4,,5,yes
Alaska Airlines,10,P Pomeranze,4th March 2015,Great service Seattle to Kona. Major upgrade in meal entertainment and attitude since last years trip. Keep it up Alaska you won me over.,,,First Class,,,4,5,4,5,,5,yes
Alaska Airlines,1,S Sasse,24th February 2015,"I recently flew first class from Cancun Mexico to Seattle Washington. Having tried many times to upgrade and not having any luck I was excited that I finally got the chance. My boyfriend and I each used 10000 points to splurge on the trip home. I would never have done so if I knew how poor the service would be. Our steward was beyond rude. He offered no service whatsoever was totally unhelpful with any questions and hung out in the front away from the passengers. We had to ask for more water let alone a drink and when we did his attitude was atrocious. I realize first class isn't what it used to be but had I known what this would have been like I would have saved my points and stayed in coach I've had much better service there! Very disappointing for my first time going ""first class"".",,,First Class,,,4,1,1,5,,1,no
Alaska Airlines,9,Eva Sharp,23rd January 2015,I had never flown Alaska before this past 2014-15 Christmas/New Year season. My fianc̩ had relocated for work to Portland OR from Massachusetts. We had two cats to move and decided it would be best for them to fly with me in the cabin for the holiday. The operator who booked the flights with my fianc̩ was so helpful and made sure we had all the information we needed to get the cats ready. When I got to Logan Airport in Boston I was allowed to board early with the cat carriers. When one of my cats started getting antsy in her carrier and I had the carrier in my lap the stewardesses asked if the kitties needed anything. There was no fuss or problems traveling with the cats. Check in was smooth and easy on both going and coming. The Alaska Airlines staff is genuinely friendly and pleasant which is such a change from the canned fake concern most airlines staff seem to have. The mileage club is so easy to use and keep track of miles. It is nice to see that customer service is still a virtue in some companies.,,,Business Class,,,3,5,3,5,,5,yes
Alaska Airlines,10,Valerie Hart,21st January 2015,"Yesterday January 19 2015 I flew Flight 16 from Seattle back to Orlando. It had been a round-about 48 hour visit to an ill relative and I was exhausted from having to rise in the wee hours AM to board coming and going on the only non-stop flight. It has been many years since I have seen flight attendants so ""up-beat"" and kind with a sense of humor in the face of a fully packed jumbo jet. And too many years since I have seen well-groomed stewardesses actively caring for each passenger. Accolades to Alaska Airlines for returning to a more gracious time during these chaotic ones.",,,Economy Class,,,4,5,5,,,5,yes
Alaska Airlines,5,Michael Bohlinger,14th January 2015,Travelled from Philadelphia to Maui via Seattle. Flew first class. After take off flight attendant stated that there were only 16 first class meals on board for the 16 first class seats. There were two choices of menu 8 each. She started taking orders at the front of the first class section and I was setting in the back when she got to me there were no choices left take the remaining selection or nothing. So I end up with nothing. She came back and offered me a cheese platter with 7 grapes and two so so cheeses and some crackers. Seats were standard first class seats which did not come close to lay flat. Hand held entertainment device did not work. Poor excuse for a first class flight.,,,First Class,,,2,2,1,3,,2,no
Alaska Airlines,9,Stephen G Sweet,11th January 2015,Returned early this morning from my flight Redmond to Seattle to Anchorage on Alaska in First. (upgraded). This flight was fine once we got into the air. Our plane had an issue or two which prevented an on time takeoff. We were about 70 minutes delayed but the crew did a fine job keeping everyone informed and did their usual fine job for the passengers. Paul was our employee in first and did an outstanding job great humor and fantastic work ethic. Even though we were late getting home to the Greatland nobody on board (from what I saw) griped about it. We were just glad to be back home.,,,First Class,,,,5,5,4,,4,yes
Alaska Airlines,9,Brian Parker,5th January 2015,Flew LAX-SEA-BLI on B737-900. Took the offer of a first class upgrade for $50. Friendly attentive crew and a meal was served. I always find Alaska good value for the money. The only drawback is the constant PA's telling you how to do everything from how to stow your bag in the overhead to not using the call bell unless it's a medical emergency. All in all though a safe comfortable and reasonably priced service.,,,First Class,,,4,4,3,,,5,yes
Alaska Airlines,7,Mark Wang,5th January 2015,"SEA to IAH return. First time flying on Alaska. Both legs were on time. Service was friendly. I appreciate the communication from the pilot or first officer with respect to turbulence and what's happening with the flight. Leg room was decent for economy class. Not a big fan of their food and beverage selections. Being a bit of a nervous flyer I generally tend to ask for 3 glasses of red wine when drink service is offered so I can slip slowly and make them last for a 4 hour flight and mellow out. One Flight Attendant took exception to me ordering 3 glasses (apparently fearing I was going to become intoxicated on the flight). In addition the wine service is poured from a bottle into a plastic cafeteria cup. Other airlines simply give you a little bottle which you pour yourself (which I much prefer). So this aspect was about the only thing that I give a thumbs down to. Another thing I like about some other airlines you have your own IFE system display. For me it's a matter of simply selecting ""My Flight"" as I like to see the progress of the flight. Not possible with Alaska.",,,Economy Class,,,4,3,2,2,,4,yes
Alaska Airlines,9,Brian Parker,5th January 2015,Flew BLI-SEA-SNA. Bellingham to Seattle on Horizon Q400. No service offered on this sector. Comfortable flight. Only 45 minute connection time in Seattle however made it to the next gate with ease. Boarded the B737-700 from the tarmac in the cold pouring Seattle rain instead of via an airbridge. Crew were efficient but no smiles or interactions with the passengers. Legroom excellent for economy and seat very comfortable. Really convenient being able to fly into John Wayne airport. I fly with Alaska fairly often and always find their service comfortable reliable and good value for the money.,,,Economy Class,,,5,3,3,,,5,yes
Alaska Airlines,10,Ann Damian,29th December 2014,Left Santa Ana late because plane arrived late. Had connection in Portland and we only had now 5 minutes to get from gate C to lower level gate A. Dozen or so people running to their gates. Luckily for us there were several flyers going to Eugene so the flight was held and even waited for luggage. Thank you Alaska Airlines for making the end of our vacation a happy ending.,,,Economy Class,,,3,4,,,,4,yes
Alaska Airlines,6,H Dennis,22nd December 2014,SEA-IAH first class 739 equipment. Boarding was fine and efficient. Left about ten minutes late due to catering not being available until last minute. Hit cruise 19 minutes into flight but it was fully an hour before FA served drinks. Nothing unusual going on so this was inexplicable. Service was friendly but very slow.,,,First Class,,,4,3,3,4,,3,yes
Alaska Airlines,10,Brian Lally,10th December 2014,Recently traveled for the first time on an Alaska Airlines flight from San Diego-Boston. It was the best domestic flight I have experienced. The 4 cabin crew members were excellent and very customer engaged with passengers needs. The flight wasn't full and they came to me and asked if I wanted a row of seats to myself to relax for the duration of the flight. The service was great 3 rounds of snack and beverage service for the 5-hour flight. The aircraft was a Boeing 737-800 and the legroom was great. A job well done. I look forward to flying onboard in the near future. The only downfall to Alaska Airlines is they charge $10.00 for a video recorder to watch the movies. There should be no charge for that as it should be complimentary since snacks sandwiches and alcohol are charged to the customer.,,,Economy Class,,,5,5,5,3,,5,yes
Alaska Airlines,3,R Cleary,10th December 2014,12/1/14 ORD-SEA Flt 29. Arrived at the airport about 1.5 hours early. Only 1 agent at the counter. Waited about 15 mins before another agent appeared to assist. Once there it went smoothly and quickly. Boarding was efficient and able to be seated quickly. We were issued their digiplayers. Fair selection of movies to view but really no place to put the player when the meal arrived. A bit cumbersome. Meal offered was one choice only. It was tasty but portions have certainly been scaled back. Flight attendant disappeared after the meal service. Arrived on time. However I remember Alaska having a far superior service to that of its rivals but this flight did not prove that at all.,,,First Class,,,3,1,3,3,,2,no
Alaska Airlines,3,R Cleary,10th December 2014,12/4/14 SEA to ORD Flt 22. When checking in one has to perform a self bag tag and then take the luggage to the check in desk. There were 2 of us - we had 1 bag to check. It was over by 4lbs but since you are allowed two pieces of luggage per person we were well with in the weight limit. Too bad cost $75. Flight departed on time. Staff were friendly service was standard. Same meal offered on both segments but yet again nothing remarkable that would make me select this carrier over the competition. Once meal was served and one refresher of drinks the FA disappeared. I was disappointed with the overall service. It is not what I was accustomed to. A digiplayer for the entertainment was handed out but it is cumbersome to have on your tray table when the meal is served.,,,First Class,,,3,2,3,3,,2,no
Alaska Airlines,8,S Koenig,4th December 2014,SEA-LAX. Standard seating food etc for a 2.5 hour flight. As first class has an advantage over others in that you get access to their airline club even if you are flying just domestic and not connecting to an international flight (and aren't a club member). Alaska has both refundable and non-refundable first class fares. Non-refundable is about 1/2 the cost of the refundable but is not available on all routes (e.g. we were going to fly to BUR but only fc fare was refundable so we chose to fly to LAX instead).,,,First Class,,,4,4,4,,,4,yes
Alaska Airlines,9,L Haubert,1st December 2014,Traveled first class San Diego to Boston on 11/20/14. Plane left on time clean friendly flight attendants good breakfast and service and champagne. No complaints and felt it worth the money.,,,First Class,,,4,4,4,4,,4,yes
Alaska Airlines,7,D Parker,11th November 2014,Flew one of the Alaska/Horizon regional routes PDX-MFR night flight. The flight was originally at 9.05-ish but was delayed to 9.55. Got info 3 hours ahead of time and we still boarded late because traffic on the taxiway. Once aboard seats were fairly comfy flight attendants were friendly easily accommodated my sister's severe nut allergy made sure no nut-containing items were aboard the plane (standard airline safety procedure) and served two drinks for a flight less than an hour. Not bad Alaska.,,,Economy Class,,,4,5,3,,,5,yes
Alaska Airlines,8,A Bastien,28th October 2014,10-12-14 early flight SMF to SEA. Seats were thin but comfortable legroom seemed a bit more generous than the space I'm used to on other carriers seats had power outlets. I flew Alaska as part of a Delta flight from SMF- SEA-DTW-TVC the ticket purchased with my spouse's frequent flyer miles. I would choose to fly Alaska again over another airline even if the ticket price was higher. The aircraft didn't have entertainment. The food selection looked decent although I didn't buy any.,,,Economy Class,,,4,4,3,1,,4,yes
Alaska Airlines,9,M Bockstruck,28th October 2014,Flew Alaska MCI to SEA return in First. Both legs were pleasant but the service on the outbound leg got off to a slow start with no pre-take off beverage offered. However once we were in the air the flight attendant was very quick to begin beverage service. Seats were comfortable but the pitch was a little tight I wish Alaska would invest in some bigger planes for their longer cross country flights in order to have a larger First Class cabin. Food was very good served plated and fresh. Check In both in Kansas City and Seattle was extremely easy and the Board Room in Seattle was pleasant. For a full fare ticket it wasn't an overall bad experience but felt that I overpaid slightly for what I got. Will fly Alaska First again in December and am looking forward to gaining elite status with them. Their mileage earning partnerships cannot be beat and I love that I can fly Delta American British Airways and Emirates as needed and still earn miles.,,,Economy Class,,,4,5,5,4,,4,yes
Alaska Airlines,9,Schrier Michael,12th October 2014,Flew from SFO to ANC to SFO with stopover in SEA on 5th and 13th September 2014. These were routine flights. There were no delays in fact each leg was a few minutes ahead of schedule and baggage came out in the first few minutes. The Champagne and Beer was cold the food was really just snacks as we travelled in between normal mealtimes. This was good value as we were allowed 2 pieces of luggage each. I would definitely recommend this airline.,,,First Class,,,4,5,4,3,,4,yes
Alaska Airlines,9,Stephen G Sweet,1st October 2014,My wife and I travelled to SEA and return to ANC recently on Alaska. No issues at all problem wise. Both flights were fine crews were great lanes clean on time arrivals etc. I tried to upgrade to First as I am a MVP Gold member but alas no luck. Maybe next time. I told my spouse it is a nice experience and she was hoping to see it firsthand. Anyhow keep up the good work and thanks Alaska.,,,Economy Class,,,4,5,4,,,4,yes
Alaska Airlines,1,K Homestead,1st October 2014,Took Alaska to Cabo on Sept 15th Alaska stated flight is still going. Get to San Diego Cabo flight still going. 30 minutes later our flight is cancelled. Alaska says no seats open back to Seattle tough luck. Find out the Cabo airport was shut down the day before and Alaska flew us to San Diego knowing this.,,,Economy Class,,,3,1,,,,2,no
